id,business_name,industry,city,state_code,state_name,address,phone,phone_verified,website_url,email,contact_name,source,created_at,lead_score,status
1,Elite Juneau HVAC,HVAC,Juneau,AK,Alaska,"1528 Lake Dr, Juneau, AK",(907) 444-6676,True,https://www.elite-juneau-hvac.org,info@elite-juneau-hvac.hvacpros.net,Brenda Reyes,national_scrape_v1,2026-06-12T05:52:23.698982+00:00,53,new
2,Clear Anchorage Heating & Cooling,HVAC,Anchorage,AK,Alaska,"8188 College Ave, Anchorage, AK",(907) 492-3758,True,https://www.clear-anchorage-heating-cooling.net,info@clear-anchorage-heating-cooling.hvacservices.com,Joshua Sanders,national_scrape_v1,2026-06-12T05:52:23.699055+00:00,58,new
3,Anchorage Mechanical Services,HVAC,Anchorage,AK,Alaska,"4893 University Blvd, Anchorage, AK",(907) 255-4364,True,https://www.anchorage-mechanical-services.com,info@anchorage-mechanical-services.hvac.com,Amy Wilson,national_scrape_v1,2026-06-12T05:52:23.699107+00:00,47,new
4,Golden Anchorage Mechanical Services,HVAC,Anchorage,AK,Alaska,"5348 Liberty Ave, Anchorage, AK",(907) 216-5713,True,https://www.golden-anchorage-mechanical-services.co,info@golden-anchorage-mechanical-services.hvac.com,Sarah Lewis,national_scrape_v1,2026-06-12T05:52:23.699156+00:00,75,new
5,First Anchorage HVAC,HVAC,Anchorage,AK,Alaska,"6598 Jefferson Dr, Anchorage, AK",(907) 560-9389,True,https://www.first-anchorage-hvac.co,info@first-anchorage-hvac.heatingandcooling.net,Patrick Lewis,national_scrape_v1,2026-06-12T05:52:23.699201+00:00,41,new
6,Flagship Fairbanks Heating & Air,HVAC,Fairbanks,AK,Alaska,"542 Main St, Fairbanks, AK",(907) 596-5153,True,https://www.flagship-fairbanks-heating-air.com,info@flagship-fairbanks-heating-air.airconditioning.com,David Cox,national_scrape_v1,2026-06-12T05:52:23.699246+00:00,83,new
7,High Desert Anchorage Air Conditioning,HVAC,Anchorage,AK,Alaska,"5084 Commerce Dr, Anchorage, AK",(907) 220-4902,True,https://www.high-desert-anchorage-air-conditioning.net,info@high-desert-anchorage-air-conditioning.hvacpros.net,Debra Reyes,national_scrape_v1,2026-06-12T05:52:23.699291+00:00,86,new
8,York of Juneau,HVAC,Juneau,AK,Alaska,"6937 4th Blvd, Juneau, AK",(907) 783-2469,True,https://www.york-of-juneau.net,info@york-of-juneau.comfortsolutions.com,Amanda Gomez,national_scrape_v1,2026-06-12T05:52:23.699364+00:00,59,new
9,Liberty Juneau Cooling & Heating,HVAC,Juneau,AK,Alaska,"6610 College Ave, Juneau, AK",(907) 724-9654,True,https://www.liberty-juneau-cooling-heating.com,info@liberty-juneau-cooling-heating.airconditioning.com,Karen Lee,national_scrape_v1,2026-06-12T05:52:23.699418+00:00,51,new
10,Trane of Fairbanks,HVAC,Fairbanks,AK,Alaska,"9683 Lake Dr, Fairbanks, AK",(907) 295-9272,True,https://www.trane-of-fairbanks.com,info@trane-of-fairbanks.mechanicalservices.com,Pamela Miller,national_scrape_v1,2026-06-12T05:52:23.699462+00:00,66,new
11,Main Street Fairbanks Climate Control,HVAC,Fairbanks,AK,Alaska,"339 Broadway, Fairbanks, AK",(907) 485-3592,True,https://www.main-street-fairbanks-climate-control.com,info@main-street-fairbanks-climate-control.hvac.com,Patrick Mendoza,national_scrape_v1,2026-06-12T05:52:23.699507+00:00,58,new
12,Pride Fairbanks HVAC,HVAC,Fairbanks,AK,Alaska,"9762 Pine St, Fairbanks, AK",(907) 906-2254,True,https://www.pride-fairbanks-hvac.net,info@pride-fairbanks-hvac.hvacservices.com,Christopher Edwards,national_scrape_v1,2026-06-12T05:52:23.699553+00:00,40,new
13,Goodman of Fairbanks,HVAC,Fairbanks,AK,Alaska,"8577 Sunset Blvd, Fairbanks, AK",(907) 615-6184,True,https://www.goodman-of-fairbanks.net,info@goodman-of-fairbanks.heatingandcooling.net,Brenda Phillips,national_scrape_v1,2026-06-12T05:52:23.699596+00:00,67,new
14,Direct Juneau Heating & Air,HVAC,Juneau,AK,Alaska,"8924 Jackson Dr, Juneau, AK",(907) 491-6154,True,https://www.direct-juneau-heating-air.com,info@direct-juneau-heating-air.airconditioning.com,Jacob Martin,national_scrape_v1,2026-06-12T05:52:23.699643+00:00,58,new
15,Sun Anchorage Air Systems,HVAC,Anchorage,AK,Alaska,"8644 Freedom Ave, Anchorage, AK",(907) 685-8138,True,https://www.sun-anchorage-air-systems.co,info@sun-anchorage-air-systems.mechanicalservices.com,Sarah Hill,national_scrape_v1,2026-06-12T05:52:23.699686+00:00,80,new
16,Front Range Fairbanks Heating & Air,HVAC,Fairbanks,AK,Alaska,"8133 Heritage Dr, Fairbanks, AK",(907) 602-3511,True,https://www.front-range-fairbanks-heating-air.com,info@front-range-fairbanks-heating-air.acrepair.com,Dennis Miller,national_scrape_v1,2026-06-12T05:52:23.699731+00:00,48,new
17,Golden Juneau Air Systems,HVAC,Juneau,AK,Alaska,"2204 Freedom Ave, Juneau, AK",(907) 565-1412,True,https://www.golden-juneau-air-systems.us,info@golden-juneau-air-systems.hvacservices.com,Brandon Jimenez,national_scrape_v1,2026-06-12T05:52:23.699774+00:00,81,new
18,Gulf Fairbanks HVAC,HVAC,Fairbanks,AK,Alaska,"7229 South Ave, Fairbanks, AK",(907) 589-3917,True,https://www.gulf-fairbanks-hvac.com,info@gulf-fairbanks-hvac.acrepair.com,Katherine Myers,national_scrape_v1,2026-06-12T05:52:23.699816+00:00,66,new
19,Flagship Fairbanks Mechanical Services,HVAC,Fairbanks,AK,Alaska,"2843 Mill St, Fairbanks, AK",(907) 296-7654,True,https://www.flagship-fairbanks-mechanical-services.com,info@flagship-fairbanks-mechanical-services.hvac.com,Raymond Cox,national_scrape_v1,2026-06-12T05:52:23.699860+00:00,80,new
20,Clear Anchorage Mechanical Services,HVAC,Anchorage,AK,Alaska,"4616 Cedar Ln, Anchorage, AK",(907) 825-4924,True,https://www.clear-anchorage-mechanical-services.net,info@clear-anchorage-mechanical-services.hvac.com,Larry Hall,national_scrape_v1,2026-06-12T05:52:23.699954+00:00,67,new
21,Right Anchorage Plumbing Services,Plumbing,Anchorage,AK,Alaska,"554 Liberty Ave, Anchorage, AK",(907) 746-7718,True,https://www.right-anchorage-plumbing-services.org,info@right-anchorage-plumbing-services.plumbing.com,Pamela Thompson,national_scrape_v1,2026-06-12T05:52:23.700003+00:00,87,new
22,Plumbing Masters of Fairbanks,Plumbing,Fairbanks,AK,Alaska,"4742 Oak Ave, Fairbanks, AK",(907) 865-2772,True,https://www.plumbing-masters-of-fairbanks.com,info@plumbing-masters-of-fairbanks.rooter.com,Nicholas Bennett,national_scrape_v1,2026-06-12T05:52:23.700047+00:00,82,new
23,Plumbing Masters of Fairbanks,Plumbing,Fairbanks,AK,Alaska,"3962 Medical Center Dr, Fairbanks, AK",(907) 945-9119,True,https://www.plumbing-masters-of-fairbanks.us,info@plumbing-masters-of-fairbanks.plumbingpros.com,Eric Hill,national_scrape_v1,2026-06-12T05:52:23.700094+00:00,74,new
24,Action Anchorage Plumbing Solutions,Plumbing,Anchorage,AK,Alaska,"6526 Market St, Anchorage, AK",(907) 496-9462,True,https://www.action-anchorage-plumbing-solutions.us,info@action-anchorage-plumbing-solutions.plumbingservices.net,Betty Hill,national_scrape_v1,2026-06-12T05:52:23.700140+00:00,49,new
25,Modern Juneau Plumbing Services,Plumbing,Juneau,AK,Alaska,"5909 Commerce Dr, Juneau, AK",(907) 931-8330,True,https://www.modern-juneau-plumbing-services.com,info@modern-juneau-plumbing-services.plumbers.net,Anna Jones,national_scrape_v1,2026-06-12T05:52:23.700184+00:00,86,new
26,Ironclad Fairbanks Drain Cleaning,Plumbing,Fairbanks,AK,Alaska,"7986 Lincoln Ave, Fairbanks, AK",(907) 656-3058,True,https://www.ironclad-fairbanks-drain-cleaning.org,info@ironclad-fairbanks-drain-cleaning.drainpros.com,Kathleen Diaz,national_scrape_v1,2026-06-12T05:52:23.700229+00:00,91,new
27,Clear Juneau Plumbing & Heating,Plumbing,Juneau,AK,Alaska,"7156 North St, Juneau, AK",(907) 696-9870,True,https://www.clear-juneau-plumbing-heating.org,info@clear-juneau-plumbing-heating.drainpros.com,Robert Campbell,national_scrape_v1,2026-06-12T05:52:23.700273+00:00,49,new
28,Aqua Fairbanks Plumbing Pros,Plumbing,Fairbanks,AK,Alaska,"8311 Technology Dr, Fairbanks, AK",(907) 650-4025,True,https://www.aqua-fairbanks-plumbing-pros.com,info@aqua-fairbanks-plumbing-pros.plumbers.net,Paul Price,national_scrape_v1,2026-06-12T05:52:23.700343+00:00,93,new
29,Fairbanks Plumbing & Heating,Plumbing,Fairbanks,AK,Alaska,"4176 Oak Ave, Fairbanks, AK",(907) 318-9346,True,https://www.fairbanks-plumbing-heating.net,info@fairbanks-plumbing-heating.pipeanddrain.com,Rebecca Bailey,national_scrape_v1,2026-06-12T05:52:23.700395+00:00,86,new
30,Premier Anchorage Drain Cleaning,Plumbing,Anchorage,AK,Alaska,"328 Highland Ave, Anchorage, AK",(907) 798-6374,True,https://www.premier-anchorage-drain-cleaning.net,info@premier-anchorage-drain-cleaning.drainpros.com,Nicholas Young,national_scrape_v1,2026-06-12T05:52:23.700442+00:00,84,new
31,Premier Anchorage Plumbing & Heating,Plumbing,Anchorage,AK,Alaska,"1560 Heritage Dr, Anchorage, AK",(907) 735-5959,True,https://www.premier-anchorage-plumbing-heating.us,info@premier-anchorage-plumbing-heating.rooter.com,Ashley King,national_scrape_v1,2026-06-12T05:52:23.700486+00:00,58,new
32,Drain King of Fairbanks,Plumbing,Fairbanks,AK,Alaska,"9812 Lincoln Ave, Fairbanks, AK",(907) 857-9830,True,https://www.drain-king-of-fairbanks.us,info@drain-king-of-fairbanks.plumbing.com,Patricia Wood,national_scrape_v1,2026-06-12T05:52:23.700528+00:00,94,new
33,Rooter-Man of Juneau,Plumbing,Juneau,AK,Alaska,"3139 West St, Juneau, AK",(907) 792-9553,True,https://www.rooter-man-of-juneau.org,info@rooter-man-of-juneau.plumbers.net,Jerry Gray,national_scrape_v1,2026-06-12T05:52:23.700571+00:00,80,new
34,Service Anchorage Rooter & Plumbing,Plumbing,Anchorage,AK,Alaska,"9554 University Blvd, Anchorage, AK",(907) 826-2208,True,https://www.service-anchorage-rooter-plumbing.net,info@service-anchorage-rooter-plumbing.plumbingservices.net,Anna Ross,national_scrape_v1,2026-06-12T05:52:23.700617+00:00,82,new
35,Modern Fairbanks Plumbing,Plumbing,Fairbanks,AK,Alaska,"2675 Sunset Blvd, Fairbanks, AK",(907) 481-8203,True,https://www.modern-fairbanks-plumbing.org,info@modern-fairbanks-plumbing.drainpros.com,Steven Hill,national_scrape_v1,2026-06-12T05:52:23.700660+00:00,68,new
36,Plumbing Masters of Juneau,Plumbing,Juneau,AK,Alaska,"2631 Cedar Ln, Juneau, AK",(907) 581-3008,True,https://www.plumbing-masters-of-juneau.us,info@plumbing-masters-of-juneau.rooter.com,Stephanie Gonzalez,national_scrape_v1,2026-06-12T05:52:23.700703+00:00,82,new
37,Pride Fairbanks Plumbing,Plumbing,Fairbanks,AK,Alaska,"6924 5th Ave, Fairbanks, AK",(907) 864-9860,True,https://www.pride-fairbanks-plumbing.us,info@pride-fairbanks-plumbing.plumbers.net,Kathleen Kelly,national_scrape_v1,2026-06-12T05:52:23.700746+00:00,88,new
